🥝数字频道🥝,#genre#
CHC动作电影,http://123.189.36.39:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路53』
CHC动作电影,http://123.13.24.224:9992/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路54』
CHC动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
CHC动作电影,http://123.189.36.103:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8
CHC动作电影,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/gesee/chcdzdy/600/index.m3u8?&encrypt=
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ
CHC动作电影,http://rihou.cc:55/lib/migu.php?id=chcdzdy
CHC动作电影,mitv://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6
CHC动作电影,P2p://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6
CHC高清电影,http://58.215.231.9/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路1』
CHC高清电影,http://58.215.231.58/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路2』
CHC高清电影,http://58.215.231.60/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路3』
CHC高清电影,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路4』
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146$LR•IPV4『线路5』
CHC高清电影,http://115.45.102.23:8888/udp/239.77.0.27:5146$LR•IPV4『线路6』
CHC高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8$LR•IPV4『线路7』
CHC高清电影,P2p://generationnexxxt.com:19806/c77364a223374152b5dfccd162cc159a$LR•IPV4『线路8』
CHC高清电影,p3p://108.181.20.159:23520/63ec4caf00020428e445513c2d902fdb$LR•IPV4『线路9』
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8$LR•IPV4『线路10』
CHC高清电影,http://116.9.6.73:4000/rtp/239.81.0.240:4056$LR•IPV4『线路11』
CHC高清电影,http://175.11.169.166:4022/udp/239.76.245.242:1234$LR•IPV4『线路12』
CHC高清电影,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8$LR•IPV4『线路13』
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8$LR•IPV4『线路14』
CHC高清电影,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234$LR•IPV4『线路16』
CHC高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNS8qWmEGeaUedzcFVVumqf9cm8lJoOcrIZueLbqOJTuoPV%2FwBk6CoHYGFV14SkLW04
CHC家庭影院,http://123.13.24.224:9992/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4$LR•IPV6『线路1』
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2$LR•IPV6『线路2』
CHC家庭影院,http://27.18.6.11:4022/rtp/239.69.1.243:11100$LR•IPV4『线路3』
CHC家庭影院,http://119.98.233.15:5555/rtp/239.69.1.243:11100$LR•IPV4『线路4』
CHC家庭影院,http://27.17.205.98:8118/rtp/239.69.1.243:11100$LR•IPV4『线路5』
CHC家庭影院,http://124.230.56.221:55555/udp/239.76.245.241:1234$LR•IPV4『线路6』
CHC家庭影院,http://117.11.6.207:8888/udp/225.1.1.213:5002$LR•IPV4『线路7』
CHC家庭影院,http://111.162.164.172:8686/udp/225.1.1.213:5002$LR•IPV4『线路8』
CHC家庭影院,http://60.26.2.99:7000/udp/225.1.1.213:5002$LR•IPV4『线路9』
CHC家庭影院,http://60.223.186.186:10000/rtp/226.0.2.240:9820$LR•IPV4『线路10』
CHC家庭影院,http://60.220.167.202:8082/rtp/226.0.2.240:9820$LR•IPV4『线路11』
CHC家庭影院,http://118.79.12.225:6000/rtp/226.0.2.240:9820$LR•IPV4『线路12』
CHC家庭影院,http://60.220.167.92:8085/rtp/226.0.2.240:9820$LR•IPV4『线路13』
CHC家庭影院,http://42.236.161.90:8888/rtp/225.1.4.209:1262$LR•IPV4『线路14』
CHC家庭影院,http://125.47.74.104:8888/rtp/225.1.4.209:1262$LR•IPV4『线路15』
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
CHC家庭影院,http://58.215.231.9/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路17』
CHC家庭影院,http://58.215.231.58/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路18』
CHC家庭影院,http://58.215.231.60/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路19』
CHC家庭影院,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路20』
CHC家庭影院,http://61.52.29.182:13579/rtp/225.1.4.209:1262$LR•IPV4『线路21』
CHC家庭影院,http://183.184.15.103:8003/rtp/226.0.2.240:9820$LR•IPV4『线路22』
CHC家庭影院,http://183.184.15.103:8001/rtp/226.0.2.240:9820$LR•IPV4『线路23』
CHC家庭影院,http://183.184.15.103:8005/rtp/226.0.2.240:9820$LR•IPV4『线路24』
CHC家庭影院,http://183.184.15.103:8002/rtp/226.0.2.240:9820$LR•IPV4『线路25』
CHC家庭影院,http://42.231.182.119:8089/rtp/225.1.4.209:1262$LR•IPV4『线路26』
CHC家庭影院,http://220.175.145.235:9000/udp/239.252.219.84:5140$LR•IPV4『线路27』
CHC家庭影院,http://171.118.170.147:8082/rtp/226.0.2.240:9820$LR•IPV4『线路28』
CHC家庭影院,http://171.118.170.147:8084/rtp/226.0.2.240:9820$LR•IPV4『线路29』
CHC家庭影院,http://171.117.181.232:8085/rtp/226.0.2.240:9820$LR•IPV4『线路30』
CHC家庭影院,http://221.232.172.125:1234/rtp/239.69.1.243:11100$LR•IPV4『线路31』
CHC家庭影院,http://171.119.204.126:6000/rtp/226.0.2.240:9820$LR•IPV4『线路32』
CHC家庭影院,http://125.43.40.173:9999/rtp/225.1.4.209:1262$LR•IPV4『线路33』
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.220:5002$LR•IPV4『线路34』
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.213:5002$LR•IPV4『线路35』
CHC家庭影院,http://wsd.saj-web.top:4000/udp/225.1.1.220:5002$LR•IPV4『线路36』
CHC家庭影院,http://wsd.saj-web.top:4000/udp/225.1.1.213:5002$LR•IPV4『线路37』
CHC家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8$LR•IPV4『线路38』
CHC家庭影院,P2p://generationnexxxt.com:19806/9151cec1ea824240b5ee3be1a48ae2c9$LR•IPV4『线路39』
CHC家庭影院,p3p://108.181.20.159:23520/63ec4d000006b5ebe4468ed8604807ac$LR•IPV4『线路40』
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8$LR•IPV4『线路41』
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8$LR•IPV4『线路42』
CHC家庭影院,http://125.46.132.75:9999/rtp/225.1.4.209:1262$LR•IPV4『线路43』
CHC家庭影院,http://59.172.144.204:10000/rtp/239.69.1.243:11100$LR•IPV4『线路44』
CHC家庭影院,http://118.79.139.154:6000/rtp/226.0.2.240:9820$LR•IPV4『线路45』
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8$LR•IPV4『线路46』
CHC家庭影院,http://123.13.24.224:9992/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4
CHC家庭影院,http://rihou.cc:55/lib/migu.php?id=chcjtdy
CHC家庭影院,mitv://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf
CHC家庭影院,P2p://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$LR•IPV6『线路1』
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$LR•IPV6『线路2』
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8$LR•IPV6『线路3』
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV6『线路1』
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV6『线路2』
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8$LR•IPV6『线路3』
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8$LR•IPV6『线路4』
黑莓电影,http://39.134.67.226/PLTV/88888888/224/3221225681/index.m3u8$LR•IPV4『线路5』
黑莓电影,http://39.134.65.208/PLTV/88888888/224/3221225681/index.m3u8$LR•IPV4『线路6』
黑莓电影,http://39.135.32.236:6610/PLTV/77777777/224/3221225740/index.m3u8?$LR•IPV4『线路7』
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV4『线路8』
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8$LR•IPV4『线路9』
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
求索记录,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
上海纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
上海纪实人文,http://4eae7f.tv.netsite.cc/proxy/1975883896/1975883896.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
纪实科教,rtp://239.3.1.115:8000
全纪实,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281
全纪实,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
金鹰纪实,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001230/index.m3u8
金鹰纪实,http://123.13.24.224:9992/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://58.19.38.162:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8
金鹰纪实,http://111.225.113.33:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://117.27.190.42:9998/tsfile/live/23278_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jinyingjishi/1200/index.m3u8?&encrypt=
金鹰纪实,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
金鹰纪实,http://4eae7f.tv.netsite.cc/proxy/46690299/46690299.m3u8
金鹰纪实,rtp://239.3.1.58:8156
东方影视,http://222.71.95.178:9901/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
东方影视,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001016/index.m3u8
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
东方财经,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
东方财经,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001318/index.m3u8
东方财经,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
法治天地,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001195/index.m3u8
法治天地,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
法治天地,http://[2409:8087:74F1:0021::0008]/000000001000PLTV/88888888/224/3221225627/index.m3u8?HlsProfileId=
法治天地,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
第一财经,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
第一财经,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/bestv/dycj/1000/index.m3u8?&encrypt=
第一财经,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001017/index.m3u8
卡酷动画,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
卡酷动画,http://175.8.213.198:8081/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001460/index.m3u8
金鹰卡通,http://182.117.136.239:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://123.13.24.224:9992/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://115.215.143.100:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://219.137.230.245:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.109.117.92:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.109.117.193:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://14.204.12.178:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路1』
金鹰卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路2』
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0$LR•IPV6『线路3』
金鹰卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8$LR•IPV6『线路4』
金鹰卡通,http://180.142.220.36:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路5』
金鹰卡通,http://171.110.10.10:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路6』
金鹰卡通,http://113.109.52.168:9901/hls/64/index.m3u8$LR•IPV4『线路7』
金鹰卡通,http://27.18.6.11:4022/rtp/239.69.1.248:11130$LR•IPV4『线路8』
金鹰卡通,http://119.98.233.15:5555/rtp/239.69.1.248:11130$LR•IPV4『线路9』
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8$LR•IPV4『线路10』
金鹰卡通,http://27.17.205.98:8118/rtp/239.69.1.248:11130$LR•IPV4『线路11』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.246.107:1234$LR•IPV4『线路12』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.253.107:9000$LR•IPV4『线路13』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.252.120:9000$LR•IPV4『线路14』
金鹰卡通,http://124.231.212.19:9999udp://@228.1.1.16:6016$LR•IPV4『线路15』
金鹰卡通,http://183.236.32.24:9901/hls/1049/index.m3u8$LR•IPV4『线路16』
金鹰卡通,http://125.71.114.187:9991/udp/239.93.0.108:5140$LR•IPV4『线路17』
金鹰卡通,http://125.71.114.162:9991/udp/239.93.0.108:5140$LR•IPV4『线路18』
金鹰卡通,http://182.138.201.26:9991/udp/239.93.0.108:5140$LR•IPV4『线路19』
金鹰卡通,http://171.217.4.189:8000/udp/239.93.0.108:5140$LR•IPV4『线路20』
金鹰卡通,http://118.114.168.217:8888/udp/239.93.0.108:5140$LR•IPV4『线路21』
金鹰卡通,http://180.140.45.238:8181/udp/239.81.0.61:4056$LR•IPV4『线路22』
金鹰卡通,http://222.83.135.190:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路23』
金鹰卡通,http://220.173.254.114:6666/udp/239.81.0.61:4056$LR•IPV4『线路24』
金鹰卡通,http://171.105.178.150:4022/udp/239.81.0.61:4056$LR•IPV4『线路25』
